time,vehicle_id,longitude,latitude,angle,vehicle_type,speed_mps,position_on_lane,lane,slope
283.0,truck_002,77.623648,12.917535,76.45,truck,12.62,50.44,1073384217#1_0,0.00
284.0,bike_001,77.657533,12.922864,109.04,motorcycle,15.68,253.11,377105485_0,0.00
284.0,bike_002,77.645159,12.922262,46.27,motorcycle,11.17,21.19,377125912#6_0,0.00
284.0,bike_003,77.650773,12.924482,94.50,motorcycle,13.24,354.27,379308034_0,0.00
284.0,bike_004,77.650611,12.924496,94.50,motorcycle,15.31,336.64,379308034_0,0.00
284.0,bike_005,77.647157,12.923912,57.77,motorcycle,15.09,306.27,377125912#6_0,0.00
284.0,bus_001,77.643897,12.920873,38.57,bus,13.49,136.95,377125912#3_0,0.00
284.0,bus_002,77.631158,12.916671,94.67,bus,13.58,52.27,1534247766#1_0,0.00
284.0,car_001,77.661111,12.921735,103.79,car,15.71,661.52,377105485_1,0.00
284.0,car_002,77.656437,12.923276,107.63,car,16.22,125.76,377105485_1,0.00
284.0,car_003,77.658371,12.922571,109.04,car,15.57,349.83,377105485_0,0.00
284.0,car_004,77.657596,12.922873,109.04,car,15.39,259.37,377105485_1,0.00
284.0,car_005,77.656692,12.923158,109.04,car,16.32,155.96,377105485_0,0.00
284.0,car_006,77.648707,12.924418,81.94,car,12.53,128.80,379308034_0,0.00
284.0,car_007,77.646617,12.923574,49.74,car,12.33,236.50,377125912#6_0,0.00
284.0,car_008,77.652108,12.924242,101.06,car,15.97,502.19,379308034_0,0.00
284.0,car_009,77.650721,12.924516,94.51,car,15.45,348.99,379308034_1,0.00
284.0,car_010,77.648809,12.924454,85.39,car,15.50,140.91,379308034_1,0.00
284.0,truck_001,77.639899,12.916578,59.30,truck,11.86,531.55,380707230#2_0,0.00
284.0,truck_002,77.623763,12.917554,80.17,truck,12.63,63.07,1073384217#1_0,0.00
285.0,bike_001,77.657673,12.922815,109.04,motorcycle,16.16,269.27,377105485_0,0.00
285.0,bike_002,77.645227,12.922324,46.27,motorcycle,10.11,31.30,377125912#6_0,0.00
285.0,bike_003,77.650905,12.924463,98.47,motorcycle,14.58,368.85,379308034_0,0.00
285.0,bike_004,77.650721,12.924487,94.50,motorcycle,11.97,348.61,379308034_0,0.00
285.0,bike_005,77.647273,12.923982,57.77,motorcycle,14.80,321.06,377125912#6_0,0.00
285.0,bus_001,77.643975,12.920966,38.57,bus,13.36,150.31,377125912#3_0,0.00
285.0,bus_002,77.631282,12.916659,95.08,bus,13.62,65.89,1534247766#1_0,0.00
285.0,car_001,77.661251,12.921700,103.79,car,15.71,677.23,377105485_1,0.00
285.0,car_002,77.656571,12.923231,109.04,car,15.40,141.16,377105485_1,0.00
285.0,car_003,77.658505,12.922524,109.04,car,15.51,365.34,377105485_0,0.00
285.0,car_004,77.657730,12.922826,109.04,car,15.43,274.80,377105485_1,0.00
285.0,car_005,77.656836,12.923108,109.04,car,16.62,172.58,377105485_0,0.00
285.0,car_006,77.648827,12.924427,85.39,car,13.14,141.94,379308034_0,0.00
285.0,car_007,77.646704,12.923638,55.74,car,11.86,248.36,377125912#6_0,0.00
285.0,car_008,77.652257,12.924212,101.06,car,16.58,518.77,379308034_0,0.00
285.0,car_009,77.650873,12.924498,98.46,car,16.62,365.60,379308034_1,0.00
285.0,car_010,77.648956,12.924465,85.39,car,16.02,156.93,379308034_1,0.00
285.0,truck_001,77.639996,12.916633,59.30,truck,12.12,543.67,380707230#2_0,0.00
285.0,truck_002,77.623878,12.917572,80.17,truck,12.71,75.79,1073384217#1_0,0.00
286.0,bike_001,77.657816,12.922765,109.04,motorcycle,16.49,285.76,377105485_0,0.00
286.0,bike_002,77.645294,12.922386,46.27,motorcycle,9.98,41.28,377125912#6_0,0.00
286.0,bike_003,77.651041,12.924442,98.47,motorcycle,14.99,383.84,379308034_0,0.00
286.0,bike_004,77.650853,12.924471,98.47,motorcycle,14.54,363.15,379308034_0,0.00
286.0,bike_005,77.647394,12.924050,69.06,motorcycle,15.75,4.91,:1645178560_2_0,0.00
286.0,bus_001,77.644052,12.921059,38.57,bus,13.22,163.52,377125912#3_0,0.00
286.0,bus_002,77.631407,12.916647,95.08,bus,13.65,79.54,1534247766#1_0,0.00
286.0,car_001,77.661392,12.921665,103.79,car,15.79,693.02,377105485_1,0.00
286.0,car_002,77.656707,12.923184,109.04,car,15.69,156.85,377105485_1,0.00
286.0,car_003,77.658644,12.922475,109.04,car,16.01,381.35,377105485_0,0.00
286.0,car_004,77.657874,12.922775,109.04,car,16.62,291.42,377105485_1,0.00
286.0,car_005,77.656976,12.923059,109.04,car,16.20,188.78,377105485_0,0.00
286.0,car_006,77.648948,12.924435,85.39,car,13.17,155.11,379308034_0,0.00
286.0,car_007,77.646805,12.923700,57.77,car,12.98,261.34,377125912#6_0,0.00
286.0,car_008,77.652406,12.924182,101.06,car,16.48,535.25,379308034_0,0.00
286.0,car_009,77.651016,12.924475,98.46,car,15.76,381.37,379308034_1,0.00
286.0,car_010,77.649103,12.924475,85.39,car,16.02,172.95,379308034_1,0.00
286.0,truck_001,77.640084,12.916697,53.09,truck,11.87,555.54,380707230#2_0,0.00
286.0,truck_002,77.623995,12.917591,80.17,truck,12.90,88.69,1073384217#1_0,0.00
287.0,bike_001,77.657951,12.922718,109.04,motorcycle,15.63,301.39,377105485_0,0.00
287.0,bike_002,77.645364,12.922451,46.27,motorcycle,10.53,51.80,377125912#6_0,0.00
287.0,bike_003,77.651176,12.924421,98.47,motorcycle,14.84,398.69,379308034_0,0.00
287.0,bike_004,77.650976,12.924452,98.47,motorcycle,13.56,376.71,379308034_0,0.00
287.0,bike_005,77.647517,12.924107,62.81,motorcycle,14.61,7.56,:650141496_0_0,0.00
287.0,bus_001,77.644130,12.921153,38.57,bus,13.47,176.99,377125912#3_0,0.00
287.0,bus_002,77.631532,12.916635,95.08,bus,13.62,93.16,1534247766#1_0,0.00
287.0,car_001,77.661538,12.921628,103.79,car,16.37,709.39,377105485_1,0.00
287.0,car_002,77.656848,12.923134,109.04,car,16.24,173.09,377105485_1,0.00
287.0,car_003,77.658781,12.922427,109.04,car,15.87,397.22,377105485_0,0.00
287.0,car_004,77.658012,12.922727,109.04,car,15.88,307.30,377105485_1,0.00
287.0,car_005,77.657112,12.923011,109.04,car,15.65,204.43,377105485_0,0.00
287.0,car_006,77.649065,12.924443,85.39,car,12.85,167.96,379308034_0,0.00
287.0,car_007,77.646903,12.923759,57.77,car,12.53,273.87,377125912#6_0,0.00
287.0,car_008,77.652555,12.924151,101.06,car,16.66,551.91,379308034_0,0.00
287.0,car_009,77.651165,12.924452,98.46,car,16.34,397.71,379308034_1,0.00
287.0,car_010,77.649259,12.924456,85.39,car,16.11,189.06,379308034_0,0.00
287.0,truck_001,77.640171,12.916763,52.03,truck,11.92,567.46,380707230#2_0,0.00
287.0,truck_002,77.624110,12.917609,80.17,truck,12.68,101.37,1073384217#1_0,0.00
288.0,bike_001,77.658075,12.922674,109.04,motorcycle,14.24,315.63,377105485_0,0.00
288.0,bike_002,77.645441,12.922521,46.27,motorcycle,11.44,63.25,377125912#6_0,0.00
288.0,bike_003,77.651308,12.924397,100.54,motorcycle,14.69,413.38,379308034_0,0.00
288.0,bike_004,77.651099,12.924433,98.47,motorcycle,13.52,390.23,379308034_0,0.00
288.0,bike_005,77.647638,12.924163,64.78,motorcycle,14.55,8.41,379308034_0,0.00
288.0,bus_001,77.644209,12.921248,38.57,bus,13.60,190.60,377125912#3_0,0.00
288.0,bus_002,77.631657,12.916623,95.08,bus,13.60,106.76,1534247766#1_0,0.00
288.0,car_001,77.661684,12.921591,103.79,car,16.39,725.78,377105485_1,0.00
288.0,car_002,77.656983,12.923087,109.04,car,15.54,188.64,377105485_1,0.00
288.0,car_003,77.658916,12.922380,109.04,car,15.50,412.72,377105485_0,0.00
288.0,car_004,77.658151,12.922678,109.04,car,16.06,323.36,377105485_1,0.00
288.0,car_005,77.657251,12.922963,109.04,car,16.11,220.54,377105485_0,0.00
288.0,car_006,77.649180,12.924451,85.39,car,12.54,180.50,379308034_0,0.00
288.0,car_007,77.647004,12.923820,57.77,car,12.87,286.74,377125912#6_0,0.00
288.0,car_008,77.652699,12.924122,101.06,car,15.93,567.83,379308034_0,0.00
288.0,car_009,77.651314,12.924426,100.54,car,16.47,414.18,379308034_1,0.00
288.0,car_010,77.649401,12.924466,85.39,car,15.59,204.65,379308034_0,0.00
288.0,truck_001,77.640256,12.916833,49.27,truck,12.00,579.46,380707230#2_0,0.00
288.0,truck_002,77.624229,12.917628,80.17,truck,13.09,114.46,1073384217#1_0,0.00
289.0,bike_001,77.658200,12.922630,109.04,motorcycle,14.48,330.11,377105485_0,0.00
289.0,bike_002,77.645508,12.922583,46.27,motorcycle,10.03,73.28,377125912#6_0,0.00
289.0,bike_003,77.651438,12.924372,100.54,motorcycle,14.40,427.78,379308034_0,0.00
289.0,bike_004,77.651240,12.924411,99.97,motorcycle,15.55,405.78,379308034_0,0.00
289.0,bike_005,77.647771,12.924223,64.78,motorcycle,15.98,24.39,379308034_0,0.00
289.0,bus_001,77.644288,12.921344,38.57,bus,13.65,204.25,377125912#3_0,0.00
289.0,bus_002,77.631780,12.916611,95.08,bus,13.54,120.29,1534247766#1_0,0.00
289.0,car_001,77.661830,12.921554,103.79,car,16.43,742.21,377105485_1,0.00
289.0,car_002,77.657125,12.923038,109.04,car,16.39,205.02,377105485_1,0.00
289.0,car_003,77.659049,12.922333,109.04,car,15.45,428.16,377105485_0,0.00
289.0,car_004,77.658294,12.922628,109.04,car,16.44,339.80,377105485_1,0.00
289.0,car_005,77.657389,12.922914,109.04,car,15.91,236.45,377105485_0,0.00
289.0,car_006,77.649304,12.924460,85.39,car,13.51,194.01,379308034_0,0.00
289.0,car_007,77.647104,12.923880,57.77,car,12.82,299.56,377125912#6_0,0.00
289.0,car_008,77.652845,12.924093,101.06,car,16.29,584.13,379308034_0,0.00
289.0,car_009,77.651454,12.924399,100.54,car,15.46,429.64,379308034_1,0.00
289.0,car_010,77.649544,12.924476,85.39,car,15.56,220.21,379308034_0,0.00
289.0,truck_001,77.640340,12.916904,48.29,truck,11.97,591.44,380707230#2_0,0.00
289.0,truck_002,77.624345,12.917647,80.17,truck,12.77,127.23,1073384217#1_0,0.00
290.0,bike_001,77.658327,12.922586,109.04,motorcycle,14.69,344.79,377105485_0,0.00
290.0,bike_002,77.645587,12.922655,46.27,motorcycle,11.67,84.94,377125912#6_0,0.00
290.0,bike_003,77.651558,12.924349,100.54,motorcycle,13.31,441.09,379308034_0,0.00
290.0,bike_004,77.651376,12.924384,100.54,motorcycle,15.06,420.84,379308034_0,0.00
290.0,bike_005,77.647898,12.924266,71.83,motorcycle,14.58,38.97,379308034_0,0.00
290.0,bus_001,77.644367,12.921439,38.57,bus,13.53,217.77,377125912#3_0,0.00
290.0,bus_002,77.631903,12.916599,95.08,bus,13.41,133.70,1534247766#1_0,0.00
290.0,car_001,77.661975,12.921518,103.79,car,16.25,758.46,377105485_1,0.00
290.0,car_002,77.657264,12.922989,109.04,car,16.06,221.08,377105485_1,0.00
290.0,car_003,77.659183,12.922286,109.04,car,15.43,443.60,377105485_0,0.00
290.0,car_004,77.658438,12.922578,109.04,car,16.66,356.47,377105485_1,0.00
290.0,car_005,77.657528,12.922866,109.04,car,16.10,252.56,377105485_0,0.00
290.0,car_006,77.649428,12.924468,85.39,car,13.59,207.60,379308034_0,0.00
290.0,car_007,77.647200,12.923938,57.77,car,12.15,311.71,377125912#6_0,0.00
290.0,car_008,77.652986,12.924064,101.06,car,15.62,599.74,379308034_0,0.00
290.0,car_009,77.651593,12.924372,100.54,car,15.45,445.09,379308034_1,0.00
290.0,car_010,77.649693,12.924486,85.39,car,16.25,236.46,379308034_0,0.00
290.0,truck_001,77.640423,12.916977,47.94,truck,12.11,603.55,380707230#2_0,0.00
290.0,truck_002,77.624461,12.917659,83.48,truck,12.66,139.89,1073384217#1_0,0.00
291.0,bike_001,77.658461,12.922539,109.04,motorcycle,15.44,360.23,377105485_0,0.00
291.0,bike_002,77.645655,12.922718,46.27,motorcycle,10.16,95.10,377125912#6_0,0.00
291.0,bike_003,77.651691,12.924323,100.54,motorcycle,14.81,455.90,379308034_0,0.00
291.0,bike_004,77.651489,12.924363,100.54,motorcycle,12.55,433.39,379308034_0,0.00
291.0,bike_005,77.648035,12.924304,73.63,motorcycle,15.51,54.48,379308034_0,0.00
291.0,bus_001,77.644447,12.921534,38.57,bus,13.66,231.43,377125912#3_0,0.00
291.0,bus_002,77.632030,12.916586,95.08,bus,13.89,147.59,1534247766#1_0,0.00
291.0,car_001,77.662117,12.921482,103.79,car,15.92,774.37,377105485_1,0.00
291.0,car_002,77.657406,12.922939,109.04,car,16.36,237.45,377105485_1,0.00
291.0,car_003,77.659319,12.922239,109.04,car,15.66,459.25,377105485_0,0.00
291.0,car_004,77.658575,12.922530,109.04,car,15.72,372.18,377105485_1,0.00
291.0,car_005,77.657668,12.922817,109.04,car,16.17,268.73,377105485_0,0.00
291.0,car_006,77.649552,12.924477,85.39,car,13.53,221.13,379308034_0,0.00
291.0,car_007,77.647293,12.923994,57.77,car,11.95,323.65,377125912#6_0,0.00
291.0,car_008,77.653134,12.924034,101.23,car,16.49,616.23,379308034_0,0.00
291.0,car_009,77.651741,12.924343,100.54,car,16.34,461.43,379308034_1,0.00
291.0,car_010,77.649842,12.924497,85.39,car,16.32,252.78,379308034_0,0.00
291.0,truck_001,77.640502,12.917049,46.41,truck,11.67,615.22,380707230#2_0,0.00
291.0,truck_002,77.624581,12.917668,85.09,truck,13.09,152.98,1073384217#1_0,0.00
292.0,bike_001,77.658605,12.922489,109.04,motorcycle,16.65,376.88,377105485_0,0.00
292.0,bike_002,77.645719,12.922777,46.27,motorcycle,9.64,104.75,377125912#6_0,0.00
292.0,bike_003,77.651822,12.924298,100.54,motorcycle,14.45,470.35,379308034_0,0.00
292.0,bike_004,77.651613,12.924368,100.54,motorcycle,13.88,447.27,379308034_1,0.00
292.0,bike_005,77.648178,12.924337,78.93,motorcycle,16.10,70.58,379308034_0,0.00
292.0,bus_001,77.644524,12.921627,38.57,bus,13.31,244.74,377125912#3_0,0.00
292.0,bus_002,77.632154,12.916574,95.08,bus,13.52,161.10,1534247766#1_0,0.00
292.0,car_001,77.662255,12.921448,103.79,car,15.42,789.80,377105485_1,0.00
292.0,car_002,77.657550,12.922889,109.04,car,16.62,254.06,377105485_1,0.00
292.0,car_003,77.659454,12.922192,109.04,car,15.63,474.89,377105485_0,0.00
292.0,car_004,77.658719,12.922479,109.04,car,16.65,388.83,377105485_1,0.00
292.0,car_005,77.657803,12.922769,109.04,car,15.54,284.27,377105485_0,0.00
292.0,car_006,77.649674,12.924485,85.39,car,13.33,234.46,379308034_0,0.00
292.0,car_007,77.647385,12.924047,62.00,car,12.02,3.77,:1645178560_2_0,0.00
292.0,car_008,77.653274,12.924005,101.23,car,15.58,631.81,379308034_0,0.00
292.0,car_009,77.651880,12.924316,100.54,car,15.43,476.86,379308034_1,0.00
292.0,car_010,77.649992,12.924505,86.37,car,16.34,269.12,379308034_0,0.00
292.0,truck_001,77.640587,12.917118,49.52,truck,11.94,627.16,380707230#2_0,0.00
292.0,truck_002,77.624700,12.917677,85.09,truck,12.98,165.95,1073384217#1_0,0.00
293.0,bike_001,77.658744,12.922440,109.04,motorcycle,16.00,392.88,377105485_0,0.00
293.0,bike_002,77.645795,12.922846,46.27,motorcycle,11.25,115.99,377125912#6_0,0.00
293.0,bike_003,77.651953,12.924273,100.54,motorcycle,14.63,484.98,379308034_0,0.00
293.0,bike_004,77.651752,12.924341,100.54,motorcycle,15.43,462.70,379308034_1,0.00
293.0,bike_005,77.648320,12.924363,78.93,motorcycle,15.64,86.22,379308034_0,0.00
293.0,bus_001,77.644602,12.921722,38.57,bus,13.49,258.24,377125912#3_0,0.00
293.0,bus_002,77.632280,12.916561,95.45,bus,13.76,174.86,1534247766#1_0,0.00
293.0,car_001,77.662394,12.921411,104.29,car,15.61,805.41,377105485_1,0.00
293.0,car_002,77.657694,12.922838,109.04,car,16.54,270.60,377105485_1,0.00
293.0,car_003,77.659602,12.922170,109.04,car,15.73,490.61,377105485_1,0.00
293.0,car_004,77.658859,12.922430,109.04,car,16.15,404.99,377105485_1,0.00
293.0,car_005,77.657937,12.922723,109.04,car,15.46,299.73,377105485_0,0.00
293.0,car_006,77.649793,12.924493,85.39,car,12.90,247.36,379308034_0,0.00
293.0,car_007,77.647487,12.924092,62.82,car,12.08,3.89,:650141496_0_0,0.00
293.0,car_008,77.653419,12.923975,101.23,car,16.16,647.97,379308034_0,0.00
293.0,car_009,77.652028,12.924287,101.05,car,16.40,493.26,379308034_1,0.00
293.0,car_010,77.650135,12.924512,86.37,car,15.61,284.73,379308034_0,0.00
293.0,truck_001,77.640674,12.917185,51.54,truck,11.97,639.13,380707230#2_0,0.00
293.0,truck_002,77.624817,12.917680,87.90,truck,12.81,178.76,1073384217#1_0,0.00
294.0,bike_001,77.658884,12.922391,109.04,motorcycle,16.23,409.11,377105485_0,0.00
294.0,bike_002,77.645860,12.922906,46.27,motorcycle,9.66,125.65,377125912#6_0,0.00
294.0,bike_003,77.652085,12.924246,101.06,motorcycle,14.57,499.55,379308034_0,0.00
294.0,bike_004,77.651900,12.924313,100.54,motorcycle,16.34,479.03,379308034_1,0.00
294.0,bike_005,77.648452,12.924385,81.94,motorcycle,14.66,100.88,379308034_0,0.00
294.0,bus_001,77.644680,12.921815,38.57,bus,13.34,271.58,377125912#3_0,0.00
294.0,bus_002,77.632403,12.916548,95.54,bus,13.47,4.01,380707230#0_0,0.00
294.0,car_001,77.662556,12.921399,104.29,car,16.45,821.86,377105485_2,0.00
294.0,car_002,77.657833,12.922790,109.04,car,16.01,286.61,377105485_1,0.00
294.0,car_003,77.659739,12.922123,109.07,car,15.78,506.39,377105485_1,0.00
294.0,car_004,77.658995,12.922383,109.04,car,15.64,420.63,377105485_1,0.00
294.0,car_005,77.658072,12.922675,109.04,car,15.57,315.30,377105485_0,0.00
294.0,car_006,77.649915,12.924501,86.37,car,13.41,260.77,379308034_0,0.00
294.0,car_007,77.647590,12.924142,63.99,car,12.50,2.69,379308034_0,0.00
294.0,car_008,77.653566,12.923945,101.23,car,16.36,664.32,379308034_0,0.00
294.0,car_009,77.652172,12.924258,101.05,car,15.96,509.22,379308034_1,0.00
294.0,car_010,77.650278,12.924512,91.11,car,15.54,300.28,379308034_0,0.00
294.0,truck_001,77.640762,12.917252,51.54,truck,12.09,651.22,380707230#2_0,0.00
294.0,truck_002,77.624937,12.917681,88.98,truck,13.01,191.77,1073384217#1_0,0.00
295.0,bike_001,77.659011,12.922347,109.04,motorcycle,14.65,423.75,377105485_0,0.00
295.0,bike_002,77.645929,12.922970,46.27,motorcycle,10.36,136.01,377125912#6_0,0.00
295.0,bike_003,77.652205,12.924222,101.06,motorcycle,13.37,512.92,379308034_0,0.00
295.0,bike_004,77.652034,12.924286,101.05,motorcycle,14.91,493.94,379308034_1,0.00
295.0,bike_005,77.648597,12.924404,81.94,motorcycle,15.84,116.72,379308034_0,0.00
295.0,bus_001,77.644769,12.921902,44.66,bus,13.62,285.20,377125912#3_0,0.00
295.0,bus_002,77.632527,12.916536,95.19,bus,13.54,17.55,380707230#0_0,0.00
295.0,car_001,77.662704,12.921360,104.29,car,16.65,838.51,377105485_2,0.00
295.0,car_002,77.657969,12.922742,109.04,car,15.76,302.37,377105485_1,0.00
295.0,car_003,77.659880,12.922072,109.60,car,16.35,522.74,377105485_1,0.00
295.0,car_004,77.659137,12.922333,109.04,car,16.34,436.97,377105485_1,0.00
295.0,car_005,77.658212,12.922626,109.04,car,16.21,331.51,377105485_0,0.00
295.0,car_006,77.650032,12.924507,86.37,car,12.73,273.50,379308034_0,0.00
295.0,car_007,77.647694,12.924188,64.78,car,12.46,15.15,379308034_0,0.00
295.0,car_008,77.653708,12.923916,101.23,car,15.79,680.11,379308034_0,0.00
295.0,car_009,77.652318,12.924199,101.06,car,16.31,525.53,379308034_0,0.00
295.0,car_010,77.650430,12.924508,91.11,car,16.59,316.87,379308034_0,0.00
295.0,truck_001,77.640849,12.917318,51.45,truck,11.83,663.05,380707230#2_0,0.00
295.0,truck_002,77.625055,12.917681,89.25,truck,12.76,204.54,1073384217#1_0,0.00
296.0,bike_001,77.659144,12.922300,109.04,motorcycle,15.37,439.12,377105485_0,0.00
296.0,bike_002,77.645993,12.923029,46.27,motorcycle,9.55,145.56,377125912#6_0,0.00
296.0,bike_003,77.652321,12.924199,101.06,motorcycle,12.93,525.85,379308034_0,0.00
296.0,bike_004,77.652181,12.924257,101.05,motorcycle,16.21,510.14,379308034_1,0.00
296.0,bike_005,77.648736,12.924420,85.36,motorcycle,15.25,131.97,379308034_0,0.00
296.0,bus_001,77.644858,12.921989,44.56,bus,13.60,298.80,377125912#3_0,0.00
296.0,bus_002,77.632651,12.916524,95.19,bus,13.48,31.03,380707230#0_0,0.00
296.0,car_001,77.662851,12.921322,104.29,car,16.50,855.01,377105485_2,0.00
296.0,car_002,77.658110,12.922693,109.04,car,16.24,318.61,377105485_1,0.00
296.0,car_003,77.660019,12.922022,108.45,car,16.07,538.81,377105485_1,0.00
296.0,car_004,77.659274,12.922285,109.04,car,15.86,452.83,377105485_1,0.00
296.0,car_005,77.658348,12.922579,109.04,car,15.66,347.17,377105485_0,0.00
296.0,car_006,77.650155,12.924513,86.37,car,13.37,286.87,379308034_0,0.00
296.0,car_007,77.647803,12.924234,69.10,car,12.95,28.09,379308034_0,0.00
296.0,car_008,77.653858,12.923885,101.23,car,16.64,696.74,379308034_0,0.00
296.0,car_009,77.652459,12.924171,101.06,car,15.61,541.14,379308034_0,0.00
296.0,car_010,77.650576,12.924499,94.50,car,15.94,332.81,379308034_0,0.00
296.0,truck_001,77.640937,12.917386,51.41,truck,12.11,1.81,:11892824102_0_0,0.00
296.0,truck_002,77.625171,12.917680,89.89,truck,12.66,217.19,1073384217#1_0,0.00
297.0,bike_001,77.659272,12.922255,109.04,motorcycle,14.78,453.90,377105485_0,0.00
297.0,bike_002,77.646070,12.923100,46.27,motorcycle,11.49,157.06,377125912#6_0,0.00
297.0,bike_003,77.652432,12.924176,101.06,motorcycle,12.38,538.23,379308034_0,0.00
297.0,bike_004,77.652325,12.924227,101.05,motorcycle,15.97,526.12,379308034_1,0.00
297.0,bike_005,77.648874,12.924430,85.39,motorcycle,15.13,147.09,379308034_0,0.00
297.0,bus_001,77.644949,12.922071,47.04,bus,13.58,11.26,:cluster_2385141385_650141020_10_0,0.00
297.0,bus_002,77.632778,12.916511,95.19,bus,13.87,44.90,380707230#0_0,0.00
297.0,car_001,77.662990,12.921288,102.61,car,16.53,4.38,1303669679_2,0.00
297.0,car_002,77.658245,12.922645,109.04,car,15.54,334.15,377105485_1,0.00
297.0,car_003,77.660157,12.921980,106.75,car,15.63,554.44,377105485_1,0.00
297.0,car_004,77.659412,12.922237,109.04,car,15.85,468.68,377105485_1,0.00
297.0,car_005,77.658485,12.922531,109.04,car,15.84,363.01,377105485_0,0.00
297.0,car_006,77.650275,12.924512,91.11,car,13.12,299.99,379308034_0,0.00
297.0,car_007,77.647911,12.924269,72.09,car,12.38,40.47,379308034_0,0.00
297.0,car_008,77.654006,12.923855,101.23,car,16.52,713.27,379308034_0,0.00
297.0,car_009,77.652605,12.924141,101.06,car,16.29,557.43,379308034_0,0.00
297.0,car_010,77.650722,12.924487,94.50,car,15.93,348.74,379308034_0,0.00
297.0,truck_001,77.641022,12.917451,51.42,truck,11.81,13.62,:11892824102_0_0,0.00
297.0,truck_002,77.625287,12.917679,89.89,truck,12.65,229.85,1073384217#1_0,0.00
298.0,bike_001,77.659415,12.922205,109.04,motorcycle,16.43,470.33,377105485_0,0.00
298.0,bike_002,77.646145,12.923168,46.27,motorcycle,11.12,168.18,377125912#6_0,0.00
298.0,bike_003,77.652571,12.924148,101.06,motorcycle,15.43,553.66,379308034_0,0.00
298.0,bike_004,77.652475,12.924197,101.05,motorcycle,16.64,542.76,379308034_1,0.00
298.0,bike_005,77.649023,12.924440,85.39,motorcycle,16.28,163.37,379308034_0,0.00
298.0,bus_001,77.645037,12.922150,46.97,bus,13.20,3.05,377125912#6_0,0.00
298.0,bus_002,77.632902,12.916499,95.19,bus,13.58,58.48,380707230#0_0,0.00
298.0,car_001,77.663138,12.921254,102.80,car,16.58,20.96,1303669679_2,0.00
298.0,car_002,77.658388,12.922595,109.04,car,16.55,350.70,377105485_1,0.00
298.0,car_003,77.660295,12.921941,103.79,car,15.68,570.12,377105485_1,0.00
298.0,car_004,77.659545,12.922190,109.04,car,15.39,484.07,377105485_1,0.00
298.0,car_005,77.658624,12.922482,109.04,car,16.07,379.08,377105485_0,0.00
298.0,car_006,77.650400,12.924508,91.11,car,13.63,313.62,379308034_0,0.00
298.0,car_007,77.648019,12.924299,73.63,car,12.19,52.67,379308034_0,0.00
298.0,car_008,77.654147,12.923824,103.31,car,15.71,728.98,379308034_0,0.00
298.0,car_009,77.652750,12.924112,101.06,car,16.16,573.58,379308034_0,0.00
298.0,car_010,77.650862,12.924470,98.47,car,15.41,364.15,379308034_0,0.00
298.0,truck_001,77.641108,12.917519,50.63,truck,11.84,9.53,377125912#2_0,0.00
298.0,truck_002,77.625406,12.917678,89.89,truck,12.93,242.78,1073384217#1_0,0.00
299.0,bike_001,77.659558,12.922155,109.04,motorcycle,16.53,486.86,377105485_0,0.00
299.0,bike_002,77.646215,12.923232,47.19,motorcycle,10.39,178.57,377125912#6_0,0.00
299.0,bike_003,77.652702,12.924122,101.06,motorcycle,14.57,568.24,379308034_0,0.00
299.0,bike_004,77.652608,12.924170,101.05,motorcycle,14.75,557.51,379308034_1,0.00
299.0,bike_005,77.649171,12.924450,85.39,motorcycle,16.10,179.47,379308034_0,0.00
299.0,bus_001,77.645128,12.922234,46.27,bus,13.55,16.60,377125912#6_0,0.00
299.0,bus_002,77.633028,12.916486,95.19,bus,13.74,72.21,380707230#0_0,0.00
299.0,car_001,77.663280,12.921221,102.80,car,15.80,36.75,1303669679_2,0.00
299.0,car_002,77.658531,12.922546,109.04,car,16.39,367.09,377105485_1,0.00
299.0,car_003,77.660426,12.921878,103.79,car,16.10,586.22,377105485_0,0.00
299.0,car_004,77.659689,12.922140,109.04,car,16.54,500.61,377105485_1,0.00
299.0,car_005,77.658759,12.922435,109.04,car,15.54,394.62,377105485_0,0.00
299.0,car_006,77.650519,12.924504,91.76,car,12.97,326.60,379308034_0,0.00
299.0,car_007,77.648134,12.924329,76.39,car,12.96,65.62,379308034_0,0.00
299.0,car_008,77.654294,12.923789,103.31,car,16.48,745.46,379308034_0,0.00
299.0,car_009,77.652898,12.924082,101.06,car,16.44,590.02,379308034_0,0.00
299.0,car_010,77.651010,12.924447,98.47,car,16.27,380.42,379308034_0,0.00
299.0,truck_001,77.641185,12.917596,43.92,truck,12.01,21.54,377125912#2_0,0.00
299.0,truck_002,77.625522,12.917671,93.53,truck,12.61,255.38,1073384217#1_0,0.00
300.0,bike_001,77.659684,12.922111,109.04,motorcycle,14.59,501.45,377105485_0,0.00
300.0,bike_002,77.646285,12.923294,47.19,motorcycle,10.33,188.90,377125912#6_0,0.00
300.0,bike_003,77.652831,12.924096,101.06,motorcycle,14.26,582.50,379308034_0,0.00
300.0,bike_004,77.652745,12.924142,101.05,motorcycle,15.16,572.67,379308034_1,0.00
300.0,bike_005,77.649314,12.924460,85.39,motorcycle,15.62,195.10,379308034_0,0.00
300.0,bus_001,77.645217,12.922315,46.27,bus,13.22,29.82,377125912#6_0,0.00
300.0,bus_002,77.633151,12.916474,95.19,bus,13.34,85.55,380707230#0_0,0.00
300.0,car_001,77.663428,12.921186,102.80,car,16.54,53.29,1303669679_2,0.00
