time,vehicle_id,longitude,latitude,angle,vehicle_type,speed_mps,position_on_lane,lane,slope
300.0,car_002,77.658672,12.922496,109.04,car,16.33,383.42,377105485_1,0.00
300.0,car_003,77.660585,12.921868,103.79,car,16.33,602.55,377105485_1,0.00
300.0,car_004,77.659829,12.922090,109.60,car,16.24,516.85,377105485_1,0.00
300.0,car_005,77.658897,12.922387,109.04,car,15.93,410.55,377105485_0,0.00
300.0,car_006,77.650645,12.924494,94.50,car,13.68,340.28,379308034_0,0.00
300.0,car_007,77.648250,12.924350,78.93,car,12.93,78.56,379308034_0,0.00
300.0,car_008,77.654440,12.923756,100.56,car,16.18,4.61,377105485-AddedOnRampEdge_2,0.00
300.0,car_009,77.653042,12.924053,101.06,car,16.03,606.05,379308034_0,0.00
300.0,car_010,77.651156,12.924424,98.47,car,16.07,396.49,379308034_0,0.00
300.0,truck_001,77.641262,12.917672,43.92,truck,11.78,33.32,377125912#2_0,0.00
300.0,truck_002,77.625637,12.917657,96.07,truck,12.66,268.05,1073384217#1_0,0.00
301.0,bike_001,77.659805,12.922099,109.60,motorcycle,12.65,514.10,377105485_1,0.00
301.0,bike_002,77.646360,12.923360,47.19,motorcycle,10.90,199.81,377125912#6_0,0.00
301.0,bike_003,77.652960,12.924069,101.06,motorcycle,14.38,596.88,379308034_0,0.00
301.0,bike_004,77.652885,12.924114,101.05,motorcycle,15.53,588.20,379308034_1,0.00
301.0,bike_005,77.649461,12.924470,85.39,motorcycle,16.08,211.18,379308034_0,0.00
301.0,bus_001,77.645307,12.922398,46.27,bus,13.47,43.29,377125912#6_0,0.00
301.0,bus_002,77.633273,12.916462,95.10,bus,13.40,98.95,380707230#0_0,0.00
301.0,car_001,77.663571,12.921153,103.37,car,15.93,2.29,:1083500526_3_2,0.00
301.0,car_002,77.658814,12.922446,109.04,car,16.34,399.76,377105485_1,0.00
301.0,car_003,77.660728,12.921832,103.79,car,16.10,618.65,377105485_1,0.00
301.0,car_004,77.659961,12.922012,109.60,car,16.62,533.47,377105485_0,0.00
301.0,car_005,77.659031,12.922340,109.04,car,15.52,426.07,377105485_0,0.00
301.0,car_006,77.650770,12.924483,94.50,car,13.75,354.02,379308034_0,0.00
301.0,car_007,77.648368,12.924372,78.93,car,13.07,91.62,379308034_0,0.00
301.0,car_008,77.654581,12.923728,100.56,car,15.63,20.24,377105485-AddedOnRampEdge_2,0.00
301.0,car_009,77.653188,12.924023,101.23,car,16.16,622.21,379308034_0,0.00
301.0,car_010,77.651305,12.924398,100.54,car,16.57,413.06,379308034_0,0.00
301.0,truck_001,77.641337,12.917748,43.92,truck,11.72,45.04,377125912#2_0,0.00
301.0,truck_002,77.625756,12.917641,97.36,truck,13.06,281.10,1073384217#1_0,0.00
302.0,bike_001,77.659948,12.922078,109.60,motorcycle,15.14,529.24,377105485_2,0.00
302.0,bike_002,77.646438,12.923428,49.74,motorcycle,11.39,211.20,377125912#6_0,0.00
302.0,bike_003,77.653085,12.924044,101.08,motorcycle,13.88,610.76,379308034_0,0.00
302.0,bike_004,77.653017,12.924087,101.05,motorcycle,14.72,602.92,379308034_1,0.00
302.0,bike_005,77.649604,12.924480,85.39,motorcycle,15.55,226.73,379308034_0,0.00
302.0,bus_001,77.645396,12.922480,46.27,bus,13.18,56.47,377125912#6_0,0.00
302.0,bus_002,77.633400,12.916450,95.04,bus,13.86,112.81,380707230#0_0,0.00
302.0,car_001,77.663709,12.921116,105.20,car,15.42,8.48,377105483#0_2,0.00
302.0,car_002,77.658953,12.922398,109.04,car,16.04,415.80,377105485_1,0.00
302.0,car_003,77.660874,12.921795,103.79,car,16.35,635.00,377105485_1,0.00
302.0,car_004,77.660113,12.921994,106.75,car,15.94,549.42,377105485_1,0.00
302.0,car_005,77.659172,12.922290,109.04,car,16.29,442.36,377105485_0,0.00
302.0,car_006,77.650888,12.924466,98.47,car,12.98,367.00,379308034_0,0.00
302.0,car_007,77.648480,12.924389,81.94,car,12.25,103.88,379308034_0,0.00
302.0,car_008,77.654729,12.923700,100.56,car,16.34,36.58,377105485-AddedOnRampEdge_2,0.00
302.0,car_009,77.653329,12.923994,101.23,car,15.75,637.96,379308034_0,0.00
302.0,car_010,77.651451,12.924370,100.54,car,16.20,429.26,379308034_0,0.00
302.0,truck_001,77.641415,12.917825,43.92,truck,12.00,57.04,377125912#2_0,0.00
302.0,truck_002,77.625871,12.917619,100.86,truck,12.72,293.82,1073384217#1_0,0.00
303.0,bike_001,77.660074,12.922036,106.74,motorcycle,14.40,543.64,377105485_2,0.00
303.0,bike_002,77.646515,12.923490,49.74,motorcycle,10.77,221.97,377125912#6_0,0.00
303.0,bike_003,77.653206,12.924019,101.23,motorcycle,13.52,624.28,379308034_0,0.00
303.0,bike_004,77.653167,12.924057,101.23,motorcycle,16.59,619.51,379308034_1,0.00
303.0,bike_005,77.649739,12.924490,85.39,motorcycle,14.76,241.49,379308034_0,0.00
303.0,bus_001,77.645488,12.922564,46.27,bus,13.72,70.20,377125912#6_0,0.00
303.0,bus_002,77.633523,12.916438,95.04,bus,13.42,126.23,380707230#0_0,0.00
303.0,car_001,77.663846,12.921078,105.20,car,15.41,23.89,377105483#0_2,0.00
303.0,car_002,77.659093,12.922349,109.04,car,16.07,431.87,377105485_1,0.00
303.0,car_003,77.661017,12.921759,103.79,car,15.99,650.99,377105485_1,0.00
303.0,car_004,77.660255,12.921951,105.72,car,16.23,565.64,377105485_1,0.00
303.0,car_005,77.659307,12.922243,109.04,car,15.57,457.92,377105485_0,0.00
303.0,car_006,77.651012,12.924447,98.47,car,13.70,380.70,379308034_0,0.00
303.0,car_007,77.648591,12.924403,81.94,car,12.20,116.08,379308034_0,0.00
303.0,car_008,77.654872,12.923672,100.56,car,15.82,52.39,377105485-AddedOnRampEdge_2,0.00
303.0,car_009,77.653476,12.923964,101.23,car,16.39,654.35,379308034_0,0.00
303.0,car_010,77.651600,12.924341,100.54,car,16.47,445.73,379308034_0,0.00
303.0,truck_001,77.641493,12.917903,43.92,truck,12.07,69.11,377125912#2_0,0.00
303.0,truck_002,77.625987,12.917593,102.13,truck,12.97,306.80,1073384217#1_0,0.00
304.0,bike_001,77.660217,12.921992,106.74,motorcycle,16.19,559.83,377105485_2,0.00
304.0,bike_002,77.646588,12.923550,49.74,motorcycle,10.41,232.38,377125912#6_0,0.00
304.0,bike_003,77.653332,12.923993,101.23,motorcycle,13.95,638.24,379308034_0,0.00
304.0,bike_004,77.653299,12.924030,101.23,motorcycle,14.63,634.14,379308034_1,0.00
304.0,bike_005,77.649890,12.924500,86.37,motorcycle,16.52,258.01,379308034_0,0.00
304.0,bus_001,77.645577,12.922646,46.27,bus,13.28,83.48,377125912#6_0,0.00
304.0,bus_002,77.633648,12.916426,95.04,bus,13.62,139.85,380707230#0_0,0.00
304.0,car_001,77.663983,12.921040,105.29,car,16.13,7.10,:377105483#0-AddedOffRampNode_0_4,0.00
304.0,car_002,77.659221,12.922273,109.04,car,16.07,447.94,377105485_0,0.00
304.0,car_003,77.661161,12.921723,103.79,car,16.17,667.15,377105485_1,0.00
304.0,car_004,77.660393,12.921916,103.79,car,15.38,581.02,377105485_1,0.00
304.0,car_005,77.659463,12.922219,109.04,car,16.61,474.54,377105485_1,0.00
304.0,car_006,77.651137,12.924427,98.47,car,13.77,394.47,379308034_0,0.00
304.0,car_007,77.648704,12.924418,81.94,car,12.49,128.56,379308034_0,0.00
304.0,car_008,77.655019,12.923644,100.54,car,16.33,68.72,377105485-AddedOnRampEdge_2,0.00
304.0,car_009,77.653619,12.923935,101.23,car,15.81,670.16,379308034_0,0.00
304.0,car_010,77.651746,12.924313,100.54,car,16.21,461.94,379308034_0,0.00
304.0,truck_001,77.641570,12.917980,43.92,truck,11.79,80.90,377125912#2_0,0.00
304.0,truck_002,77.626099,12.917562,105.03,truck,12.67,319.47,1073384217#1_0,0.00
305.0,bike_001,77.660364,12.921953,103.79,motorcycle,16.52,576.35,377105485_2,0.00
305.0,bike_002,77.646667,12.923614,49.74,motorcycle,11.08,243.46,377125912#6_0,0.00
305.0,bike_003,77.653468,12.923965,101.23,motorcycle,15.20,653.43,379308034_0,0.00
305.0,bike_004,77.653441,12.924000,101.23,motorcycle,15.81,649.95,379308034_1,0.00
305.0,bike_005,77.650037,12.924507,86.37,motorcycle,16.01,274.03,379308034_0,0.00
305.0,bus_001,77.645665,12.922728,46.27,bus,13.22,96.70,377125912#6_0,0.00
305.0,bus_002,77.633773,12.916414,95.04,bus,13.56,153.41,380707230#0_0,0.00
305.0,car_001,77.664118,12.921002,105.25,car,15.65,14.02,377105483#0-AddedOffRampEdge_4,0.00
305.0,car_002,77.659376,12.922250,109.04,car,16.65,464.59,377105485_1,0.00
305.0,car_003,77.661306,12.921686,103.79,car,16.24,683.40,377105485_1,0.00
305.0,car_004,77.660537,12.921880,103.79,car,16.22,597.24,377105485_1,0.00
305.0,car_005,77.659607,12.922169,109.04,car,16.66,491.19,377105485_1,0.00
305.0,car_006,77.651254,12.924408,99.84,car,12.85,407.33,379308034_0,0.00
305.0,car_007,77.648822,12.924426,85.39,car,12.87,141.43,379308034_0,0.00
305.0,car_008,77.655167,12.923615,100.44,car,16.32,85.04,377105485-AddedOnRampEdge_2,0.00
305.0,car_009,77.653763,12.923905,101.23,car,16.05,686.21,379308034_0,0.00
305.0,car_010,77.651889,12.924285,100.54,car,15.93,477.87,379308034_0,0.00
305.0,truck_001,77.641646,12.918058,42.84,truck,12.00,92.90,377125912#2_0,0.00
305.0,truck_002,77.626212,12.917531,105.03,truck,12.74,332.20,1073384217#1_0,0.00
306.0,bike_001,77.660503,12.921918,103.79,motorcycle,15.63,591.98,377105485_2,0.00
306.0,bike_002,77.646745,12.923663,57.77,motorcycle,10.20,253.66,377125912#6_0,0.00
306.0,bike_003,77.653592,12.923940,101.23,motorcycle,13.80,667.24,379308034_0,0.00
306.0,bike_004,77.653579,12.923972,101.23,motorcycle,15.23,665.18,379308034_1,0.00
306.0,bike_005,77.650189,12.924515,88.04,motorcycle,16.60,290.63,379308034_0,0.00
306.0,bus_001,77.645758,12.922812,46.27,bus,13.78,110.48,377125912#6_0,0.00
306.0,bus_002,77.633898,12.916402,95.04,bus,13.64,167.05,380707230#0_0,0.00
306.0,car_001,77.664252,12.920965,105.25,car,15.45,29.47,377105483#0-AddedOffRampEdge_4,0.00
306.0,car_002,77.659517,12.922200,109.04,car,16.19,480.78,377105485_1,0.00
306.0,car_003,77.661446,12.921651,103.79,car,15.69,699.09,377105485_1,0.00
306.0,car_004,77.660682,12.921843,103.79,car,16.18,613.42,377105485_1,0.00
306.0,car_005,77.659751,12.922118,109.25,car,16.66,507.85,377105485_1,0.00
306.0,car_006,77.651376,12.924384,100.54,car,13.54,420.86,379308034_0,0.00
306.0,car_007,77.648937,12.924434,85.39,car,12.52,153.95,379308034_0,0.00
306.0,car_008,77.655313,12.923588,100.44,car,16.14,6.55,:377105485-AddedOnRampNode_0_0,0.00
306.0,car_009,77.653905,12.923876,101.23,car,15.80,702.01,379308034_0,0.00
306.0,car_010,77.652036,12.924256,101.06,car,16.25,494.12,379308034_0,0.00
306.0,truck_001,77.641720,12.918138,41.91,truck,11.93,104.83,377125912#2_0,0.00
306.0,truck_002,77.626325,12.917500,105.03,truck,12.79,345.00,1073384217#1_0,0.00
307.0,bike_001,77.660647,12.921882,103.79,motorcycle,16.13,608.11,377105485_2,0.00
307.0,bike_002,77.646828,12.923713,57.77,motorcycle,10.57,264.23,377125912#6_0,0.00
307.0,bike_003,77.653726,12.923913,101.23,motorcycle,14.85,682.08,379308034_0,0.00
307.0,bike_004,77.653725,12.923942,101.23,motorcycle,16.22,681.40,379308034_1,0.00
307.0,bike_005,77.650321,12.924511,91.11,motorcycle,14.39,305.02,379308034_0,0.00
307.0,bus_001,77.645850,12.922897,46.27,bus,13.78,124.26,377125912#6_0,0.00
307.0,bus_002,77.634020,12.916390,95.04,bus,13.33,180.38,380707230#0_0,0.00
307.0,car_001,77.664397,12.920927,103.85,car,16.59,46.06,377105483#0-AddedOffRampEdge_4,0.00
307.0,car_002,77.659660,12.922150,109.04,car,16.49,497.27,377105485_1,0.00
307.0,car_003,77.661590,12.921615,103.79,car,16.22,715.31,377105485_1,0.00
307.0,car_004,77.660821,12.921808,103.79,car,15.65,629.07,377105485_1,0.00
307.0,car_005,77.659891,12.922068,109.60,car,16.16,524.01,377105485_1,0.00
307.0,car_006,77.651495,12.924361,100.54,car,13.20,434.06,379308034_0,0.00
307.0,car_007,77.649048,12.924442,85.39,car,12.08,166.02,379308034_0,0.00
307.0,car_008,77.655458,12.923554,104.45,car,16.21,14.76,377105485_0,0.00
307.0,car_009,77.654054,12.923845,101.23,car,16.54,718.55,379308034_0,0.00
307.0,car_010,77.652183,12.924227,101.06,car,16.39,510.52,379308034_0,0.00
307.0,truck_001,77.641794,12.918217,41.91,truck,11.83,116.66,377125912#2_0,0.00
307.0,truck_002,77.626439,12.917469,105.03,truck,12.85,357.85,1073384217#1_0,0.00
308.0,bike_001,77.660794,12.921845,103.79,motorcycle,16.42,624.53,377105485_2,0.00
308.0,bike_002,77.646906,12.923760,57.77,motorcycle,9.90,274.14,377125912#6_0,0.00
308.0,bike_003,77.653862,12.923884,101.23,motorcycle,15.19,697.28,379308034_0,0.00
308.0,bike_004,77.653870,12.923913,101.23,motorcycle,16.06,697.46,379308034_1,0.00
308.0,bike_005,77.650469,12.924506,91.11,motorcycle,16.12,321.14,379308034_0,0.00
308.0,bus_001,77.645941,12.922981,46.27,bus,13.59,137.85,377125912#6_0,0.00
308.0,bus_002,77.634147,12.916378,95.04,bus,13.85,194.23,380707230#0_0,0.00
308.0,car_001,77.664540,12.920890,103.85,car,16.42,62.48,377105483#0-AddedOffRampEdge_4,0.00
308.0,car_002,77.659816,12.922126,109.60,car,16.63,513.90,377105485_2,0.00
308.0,car_003,77.661738,12.921578,103.79,car,16.50,731.81,377105485_1,0.00
308.0,car_004,77.660970,12.921771,103.79,car,16.63,645.70,377105485_1,0.00
308.0,car_005,77.660028,12.922020,107.83,car,15.79,539.80,377105485_1,0.00
308.0,car_006,77.651617,12.924338,100.54,car,13.55,447.61,379308034_0,0.00
308.0,car_007,77.649165,12.924450,85.39,car,12.84,178.86,379308034_0,0.00
308.0,car_008,77.655601,12.923517,104.45,car,16.07,30.84,377105485_0,0.00
308.0,car_009,77.654202,12.923811,103.31,car,16.58,735.12,379308034_0,0.00
308.0,car_010,77.652328,12.924197,101.06,car,16.13,526.64,379308034_0,0.00
308.0,truck_001,77.641866,12.918297,40.98,truck,11.75,128.41,377125912#2_0,0.00
308.0,truck_002,77.626552,12.917438,105.03,truck,12.71,370.56,1073384217#1_0,0.00
309.0,bike_001,77.660938,12.921809,103.79,motorcycle,16.09,640.63,377105485_2,0.00
309.0,bike_002,77.646985,12.923808,57.77,motorcycle,10.11,284.25,377125912#6_0,0.00
309.0,bike_003,77.653987,12.923859,101.23,motorcycle,13.83,711.11,379308034_0,0.00
309.0,bike_004,77.654008,12.923884,101.23,motorcycle,15.33,712.78,379308034_1,0.00
309.0,bike_005,77.650601,12.924497,94.50,motorcycle,14.40,335.54,379308034_0,0.00
309.0,bus_001,77.646033,12.923066,46.27,bus,13.67,151.52,377125912#6_0,0.00
309.0,bus_002,77.634272,12.916366,94.69,bus,13.70,207.93,380707230#0_0,0.00
309.0,car_001,77.664682,12.920855,102.83,car,16.28,78.76,377105483#0-AddedOffRampEdge_4,0.00
309.0,car_002,77.659951,12.922077,109.60,car,15.70,529.60,377105485_2,0.00
309.0,car_003,77.661881,12.921542,103.79,car,16.04,747.85,377105485_1,0.00
309.0,car_004,77.661112,12.921735,103.79,car,16.01,661.71,377105485_1,0.00
309.0,car_005,77.660168,12.921977,106.75,car,15.94,555.74,377105485_1,0.00
309.0,car_006,77.651735,12.924315,100.54,car,13.09,460.70,379308034_0,0.00
309.0,car_007,77.649282,12.924458,85.39,car,12.81,191.67,379308034_0,0.00
309.0,car_008,77.655735,12.923473,109.21,car,15.42,46.26,377105485_0,0.00
309.0,car_009,77.654347,12.923776,103.31,car,16.33,751.45,379308034_0,0.00
309.0,car_010,77.652473,12.924168,101.06,car,16.09,542.73,379308034_0,0.00
309.0,truck_001,77.641940,12.918379,40.69,truck,12.13,140.53,377125912#2_0,0.00
309.0,truck_002,77.626667,12.917407,105.03,truck,12.96,383.52,1073384217#1_0,0.00
310.0,bike_001,77.661085,12.921772,103.79,motorcycle,16.45,657.08,377105485_2,0.00
310.0,bike_002,77.647073,12.923861,57.77,motorcycle,11.27,295.52,377125912#6_0,0.00
310.0,bike_003,77.654125,12.923830,103.31,motorcycle,15.37,726.48,379308034_0,0.00
310.0,bike_004,77.654139,12.923856,103.30,motorcycle,14.54,727.32,379308034_1,0.00
310.0,bike_005,77.650750,12.924484,94.50,motorcycle,16.27,351.81,379308034_0,0.00
310.0,bus_001,77.646122,12.923148,46.27,bus,13.32,164.84,377125912#6_0,0.00
310.0,bus_002,77.634399,12.916356,93.91,bus,13.76,221.69,380707230#0_0,0.00
310.0,car_001,77.664818,12.920836,88.38,car,15.44,9.76,:2387123504_3_2,0.00
310.0,car_002,77.660094,12.922030,106.74,car,16.35,545.95,377105485_2,0.00
310.0,car_003,77.662023,12.921506,103.79,car,15.91,763.76,377105485_1,0.00
310.0,car_004,77.661259,12.921698,103.79,car,16.39,678.10,377105485_1,0.00
310.0,car_005,77.660292,12.921912,103.79,car,15.46,571.20,377105485_0,0.00
310.0,car_006,77.651859,12.924291,100.54,car,13.80,474.50,379308034_0,0.00
310.0,car_007,77.649401,12.924466,85.39,car,12.95,204.62,379308034_0,0.00
310.0,car_008,77.655877,12.923427,107.63,car,16.26,62.52,377105485_0,0.00
310.0,car_009,77.654498,12.923745,100.56,car,16.57,10.99,377105485-AddedOnRampEdge_2,0.00
310.0,car_010,77.652620,12.924138,101.06,car,16.38,559.11,379308034_0,0.00
310.0,truck_001,77.642013,12.918461,40.69,truck,12.02,152.56,377125912#2_0,0.00
310.0,truck_002,77.626779,12.917376,105.03,truck,12.72,396.25,1073384217#1_0,0.00
311.0,bike_001,77.661229,12.921736,103.79,motorcycle,16.13,673.21,377105485_2,0.00
311.0,bike_002,77.647152,12.923909,57.77,motorcycle,10.06,305.58,377125912#6_0,0.00
311.0,bike_003,77.654262,12.923796,103.31,motorcycle,15.39,741.87,379308034_0,0.00
311.0,bike_004,77.654285,12.923821,103.30,motorcycle,16.40,743.72,379308034_1,0.00
311.0,bike_005,77.650893,12.924465,98.47,motorcycle,15.66,367.47,379308034_0,0.00
311.0,bus_001,77.646212,12.923229,46.74,bus,13.33,178.17,377125912#6_0,0.00
311.0,bus_002,77.634525,12.916347,93.91,bus,13.72,235.41,380707230#0_0,0.00
311.0,car_001,77.664960,12.920858,80.94,car,15.78,8.60,1240374873#0_2,0.00
311.0,car_002,77.660233,12.921987,106.74,car,15.76,561.71,377105485_2,0.00
311.0,car_003,77.662167,12.921470,103.79,car,16.14,779.89,377105485_1,0.00
311.0,car_004,77.661402,12.921662,103.79,car,16.13,694.22,377105485_1,0.00
311.0,car_005,77.660443,12.921904,103.79,car,15.43,586.63,377105485_1,0.00
311.0,car_006,77.651974,12.924269,100.59,car,12.80,487.30,379308034_0,0.00
311.0,car_007,77.649509,12.924474,85.39,car,11.83,216.45,379308034_0,0.00
311.0,car_008,77.656016,12.923382,107.63,car,15.85,78.37,377105485_0,0.00
311.0,car_009,77.654643,12.923716,100.56,car,16.11,27.10,377105485-AddedOnRampEdge_2,0.00
311.0,car_010,77.652761,12.924110,101.06,car,15.68,574.79,379308034_0,0.00
311.0,truck_001,77.642080,12.918545,37.46,truck,11.82,164.38,377125912#2_0,0.00
311.0,truck_002,77.626892,12.917343,106.21,truck,12.76,409.01,1073384217#1_0,0.00
312.0,bike_001,77.661363,12.921702,103.79,motorcycle,15.04,688.25,377105485_2,0.00
312.0,bike_002,77.647236,12.923960,57.77,motorcycle,10.73,316.31,377125912#6_0,0.00
312.0,bike_003,77.654398,12.923764,101.93,motorcycle,15.07,2.66,:1645178612_2_0,0.00
312.0,bike_004,77.654421,12.923789,100.69,motorcycle,15.13,1.82,377105485-AddedOnRampEdge_3,0.00
312.0,bike_005,77.651040,12.924442,98.47,motorcycle,16.30,383.77,379308034_0,0.00
312.0,bus_001,77.646306,12.923313,47.19,bus,13.78,191.95,377125912#6_0,0.00
312.0,bus_002,77.634649,12.916337,93.91,bus,13.51,248.92,380707230#0_0,0.00
312.0,car_001,77.665108,12.920876,83.89,car,16.27,24.87,1240374873#0_2,0.00
312.0,car_002,77.660380,12.921949,103.79,car,16.48,578.19,377105485_2,0.00
312.0,car_003,77.662305,12.921435,104.19,car,15.50,795.39,377105485_1,0.00
312.0,car_004,77.661547,12.921626,103.79,car,16.24,710.47,377105485_1,0.00
312.0,car_005,77.660591,12.921866,103.79,car,16.59,603.21,377105485_1,0.00
312.0,car_006,77.652096,12.924244,101.06,car,13.52,500.82,379308034_0,0.00
312.0,car_007,77.649622,12.924482,85.39,car,12.32,228.77,379308034_0,0.00
312.0,car_008,77.656152,12.923338,107.63,car,15.56,93.94,377105485_0,0.00
312.0,car_009,77.654785,12.923689,100.56,car,15.66,42.75,377105485-AddedOnRampEdge_2,0.00
312.0,car_010,77.652909,12.924080,101.06,car,16.45,591.24,379308034_0,0.00
312.0,truck_001,77.642146,12.918630,36.74,truck,11.81,176.18,377125912#2_0,0.00
312.0,truck_002,77.627003,12.917310,106.23,truck,12.66,421.67,1073384217#1_0,0.00
313.0,bike_001,77.661502,12.921667,103.79,motorcycle,15.50,703.75,377105485_2,0.00
313.0,bike_002,77.647328,12.924016,57.79,motorcycle,11.85,328.16,377125912#6_0,0.00
313.0,bike_003,77.654547,12.923735,100.56,motorcycle,16.50,16.40,377105485-AddedOnRampEdge_2,0.00
313.0,bike_004,77.654550,12.923764,100.56,motorcycle,14.33,16.15,377105485-AddedOnRampEdge_3,0.00
313.0,bike_005,77.651181,12.924420,98.47,motorcycle,15.50,399.27,379308034_0,0.00
313.0,bus_001,77.646399,12.923396,47.19,bus,13.70,205.65,377125912#6_0,0.00
313.0,bus_002,77.634773,12.916328,93.92,bus,13.54,262.46,380707230#0_0,0.00
313.0,car_001,77.665249,12.920899,76.76,car,15.67,40.54,1240374873#0_2,0.00
313.0,car_002,77.660525,12.921913,103.79,car,16.26,594.45,377105485_2,0.00
313.0,car_003,77.662468,12.921422,104.29,car,16.54,811.93,377105485_2,0.00
313.0,car_004,77.661685,12.921591,103.79,car,15.44,725.91,377105485_1,0.00
313.0,car_005,77.660728,12.921832,103.79,car,15.40,618.61,377105485_1,0.00
313.0,car_006,77.652209,12.924221,101.06,car,12.54,513.36,379308034_0,0.00
313.0,car_007,77.649734,12.924489,85.39,car,12.20,240.96,379308034_0,0.00
313.0,car_008,77.656293,12.923292,107.63,car,16.22,110.16,377105485_0,0.00
313.0,car_009,77.654932,12.923661,100.56,car,16.28,59.03,377105485-AddedOnRampEdge_2,0.00
313.0,car_010,77.653059,12.924049,101.06,car,16.62,607.86,379308034_0,0.00
313.0,truck_001,77.642211,12.918715,36.32,truck,11.66,187.85,377125912#2_0,0.00
313.0,truck_002,77.627117,12.917276,106.23,truck,12.91,434.58,1073384217#1_0,0.00
314.0,bike_001,77.661632,12.921634,103.79,motorcycle,14.55,718.30,377105485_2,0.00
314.0,bike_002,77.647410,12.924055,70.65,motorcycle,10.73,6.99,:1645178560_2_0,0.00
314.0,bike_003,77.654687,12.923708,100.56,motorcycle,15.51,31.92,377105485-AddedOnRampEdge_2,0.00
314.0,bike_004,77.654686,12.923738,100.56,motorcycle,15.05,31.21,377105485-AddedOnRampEdge_3,0.00
