timestamp,vehicle_id,vehicle_type,x,y,speed,acceleration,lane,road,network_vehicle_count,neighbor_count,neighbor_distance,relative_speed,in_rsu_range,application_type,application_priority,channel_id,channel_name,channel_utilization,interference_dbm,sinr_db,throughput_mbps,latency_ms,packet_delivery_ratio
18.0,3,car,3296.6,7071.07,12.05,0.91,-60194990_0,-60194990,6,0,543.19,2.31,0,safety,1,1,CH1_5.86GHz_V2V,0.167,-150.0,-27.12,0.028,86.18,0.0
18.0,4,motorcycle,1862.87,8569.12,5.69,-0.18,-383732625#0_0,-383732625#0,6,1,238.1,7.7,0,cooperative_awareness,3,2,CH2_5.88GHz_EMERG,0.167,-150.0,-17.66,0.245,16.72,0.001
18.0,5,car,4276.49,6816.14,4.67,-4.5,-1103093311_0,-1103093311,6,0,563.76,5.07,0,cooperative_awareness,3,3,CH3_5.90GHz_V2I,0.167,-150.0,-25.73,0.077,52.36,0.0001
19.0,0,car,1635.57,8638.74,8.89,-4.5,-290639790#6_0,-290639790#6,7,1,232.29,1.7,0,safety,1,1,CH1_5.86GHz_V2V,0.286,-150.0,-6.32,3.025,2.02,0.0515
19.0,1,car,3826.73,7162.95,5.24,-4.5,27935333#4_0,27935333#4,7,0,525.93,6.99,0,cooperative_awareness,3,4,CH4_5.92GHz_AUTON,0.143,-150.0,-21.2,0.218,18.64,0.0003
19.0,2,car,4422.43,13361.7,7.95,0.48,464465173#1_1,464465173#1,7,0,5429.74,0.76,0,cooperative_awareness,3,5,CH5_28GHz_mmWave,0.143,-150.0,-60.0,0.014,277.6,0.0
19.0,3,car,3308.83,7071.37,12.23,0.19,-60194990_0,-60194990,7,0,525.93,6.99,0,cooperative_awareness,3,6,CH6_140GHz_6G_THz,0.143,-150.0,-55.67,0.058,69.63,0.0
19.0,4,motorcycle,1858.99,8575.17,7.19,1.5,-383732625#0_0,-383732625#0,7,1,232.29,1.7,0,safety,1,2,CH2_5.88GHz_EMERG,0.143,-150.0,-5.84,3.339,1.03,0.0603
19.0,5,car,4283.45,6817.47,7.23,2.56,:10094580887_7_0,:10094580887_7,7,0,572.67,1.99,0,safety,1,3,CH3_5.90GHz_V2I,0.143,-150.0,-35.56,0.008,299.32,0.0
19.0,6,bus,5648.65,8032.65,10.67,0.0,156678397#2_0,156678397#2,7,0,1827.69,3.44,0,safety,1,1,CH1_5.86GHz_V2V,0.286,-150.0,-38.33,0.002,1134.77,0.0
20.0,0,car,1634.67,8634.12,4.72,-4.18,:cluster_1607671447_1607671449_2_0,:cluster_1607671447_1607671449_2,7,1,225.08,4.69,0,safety,1,1,CH1_5.86GHz_V2V,0.286,-150.0,-10.24,1.305,3.06,0.0136
20.0,1,car,3821.2,7165.03,6.21,0.97,:306614126_4_0,:306614126_4,7,0,511.35,3.38,0,safety,1,2,CH2_5.88GHz_EMERG,0.143,-150.0,-18.22,0.216,11.44,0.0007
20.0,2,car,4422.07,13368.68,6.99,-0.95,464465173#1_1,464465173#1,7,0,5431.16,2.42,0,infotainment,5,5,CH5_28GHz_mmWave,0.143,-150.0,-60.0,0.014,2773.05,0.0
20.0,3,car,3317.99,7074.18,9.59,-2.65,:2450399422_7_0,:2450399422_7,7,0,511.35,3.38,0,infotainment,5,6,CH6_140GHz_6G_THz,0.143,-150.0,-51.96,0.058,693.49,0.0
20.0,4,motorcycle,1853.89,8583.08,9.41,2.22,:3870459130_5_0,:3870459130_5,7,1,225.08,4.69,0,cooperative_awareness,3,3,CH3_5.90GHz_V2I,0.143,-150.0,-20.46,0.258,15.8,0.0004
20.0,5,car,4286.99,6824.65,8.38,1.15,-133944946#1_0,-133944946#1,7,0,576.9,2.17,0,cooperative_awareness,3,4,CH4_5.92GHz_AUTON,0.143,-150.0,-29.43,0.033,121.98,0.0
20.0,6,bus,5649.1,8021.97,10.69,0.02,156678397#2_0,156678397#2,7,0,1813.54,2.31,0,infotainment,5,1,CH1_5.86GHz_V2V,0.286,-150.0,-45.02,0.001,27728.5,0.0
21.0,0,car,1637.31,8627.83,7.19,2.48,:cluster_1607671447_1607671449_16_0,:cluster_1607671447_1607671449_16,7,1,213.22,4.34,0,cooperative_awareness,3,3,CH3_5.90GHz_V2I,0.143,-150.0,-17.32,0.53,7.85,0.0012
21.0,1,car,3820.27,7171.61,6.78,0.56,-1196120496#1_0,-1196120496#1,7,0,504.74,0.16,0,safety,1,1,CH1_5.86GHz_V2V,0.286,-150.0,-15.18,0.431,6.8,0.0024
21.0,2,car,4421.7,13375.67,6.99,0.0,464465173#1_1,464465173#1,7,0,5431.59,4.54,0,infotainment,5,1,CH1_5.86GHz_V2V,0.286,-150.0,-57.87,0.001,27728.52,0.0
21.0,3,car,3324.63,7076.19,6.94,-2.65,237089974#0_0,237089974#0,7,0,504.74,0.16,0,cooperative_awareness,3,4,CH4_5.92GHz_AUTON,0.143,-150.0,-24.54,0.101,39.8,0.0001
21.0,4,motorcycle,1847.62,8592.75,11.53,2.12,-1322924310#1_0,-1322924310#1,7,1,213.22,4.34,0,cooperative_awareness,3,5,CH5_28GHz_mmWave,0.143,-150.0,-30.12,0.14,28.82,0.0
21.0,5,car,4287.62,6834.77,10.13,1.76,-133944946#1_0,-133944946#1,7,0,576.09,3.35,0,safety,1,2,CH2_5.88GHz_EMERG,0.143,-150.0,-28.59,0.02,120.66,0.0
21.0,6,bus,5649.41,8014.79,7.19,-3.5,156678397#2_0,156678397#2,7,0,1801.92,2.94,0,cooperative_awareness,3,6,CH6_140GHz_6G_THz,0.143,-150.0,-60.0,0.058,69.63,0.0
22.0,0,car,1644.21,8625.15,7.46,0.27,147561889#0_0,147561889#0,8,1,197.87,4.94,0,infotainment,5,1,CH1_5.86GHz_V2V,0.25,-136.56,-19.12,0.176,228.67,0.0006
22.0,1,car,3820.41,7179.7,8.09,1.31,-1196120496#1_0,-1196120496#1,8,0,500.34,1.95,0,autonomous_driving,4,5,CH5_28GHz_mmWave,0.125,-150.0,-41.19,0.014,832.05,0.0
22.0,2,car,4421.3,13383.32,7.66,0.67,464465173#1_1,464465173#1,8,0,5432.2,4.74,0,autonomous_driving,4,6,CH6_140GHz_6G_THz,0.125,-150.0,-60.0,0.058,208.21,0.0
22.0,3,car,3330.54,7077.86,6.14,-0.8,237089974#0_0,237089974#0,8,0,500.34,1.95,0,safety,1,1,CH1_5.86GHz_V2V,0.25,-143.89,-27.18,0.028,87.9,0.0
22.0,4,motorcycle,1840.85,8603.14,12.4,0.87,-1322924310#1_0,-1322924310#1,8,1,197.87,4.94,0,safety,1,2,CH2_5.88GHz_EMERG,0.25,-150.0,-17.4,0.26,10.15,0.0011
22.0,5,car,4288.37,6846.69,11.94,1.81,:10094580889_3_0,:10094580889_3,8,0,574.35,3.85,0,safety,1,3,CH3_5.90GHz_V2I,0.125,-150.0,-37.35,0.005,451.69,0.0
22.0,6,bus,5649.57,8011.11,3.69,-3.5,156678397#2_0,156678397#2,8,0,1791.3,8.25,0,infotainment,5,2,CH2_5.88GHz_EMERG,0.25,-138.27,-50.42,0.001,27728.22,0.0
22.0,7,car,2183.22,6508.09,13.89,0.0,-262859971_0,-262859971,8,0,1281.01,7.75,0,cooperative_awareness,3,4,CH4_5.92GHz_AUTON,0.125,-150.0,-44.86,0.003,1386.6,0.0
23.0,0,car,1652.85,8622.78,8.96,1.5,147561889#0_0,147561889#0,8,1,181.58,3.25,0,safety,1,1,CH1_5.86GHz_V2V,0.25,-144.94,-2.9,5.969,1.34,0.1523
23.0,1,car,3820.6,7189.99,10.29,2.2,-1196120496#1_0,-1196120496#1,8,0,496.44,4.0,0,autonomous_driving,4,6,CH6_140GHz_6G_THz,0.125,-150.0,-50.14,0.058,208.19,0.0
23.0,2,car,4420.9,13391.11,7.8,0.14,464465173#1_1,464465173#1,8,0,5433.03,4.41,0,safety,1,2,CH2_5.88GHz_EMERG,0.125,-150.0,-50.54,0.001,1663.89,0.0
23.0,3,car,3336.6,7079.57,6.29,0.16,237089974#0_0,237089974#0,8,0,496.44,4.0,0,safety,1,3,CH3_5.90GHz_V2I,0.125,-150.0,-22.03,0.18,13.56,0.0002
23.0,4,motorcycle,1834.19,8613.37,12.21,-0.19,:3870459134_0_0,:3870459134_0,8,1,181.58,3.25,0,cooperative_awareness,3,4,CH4_5.92GHz_AUTON,0.25,-143.0,0.39,21.322,1.13,0.3627
23.0,5,car,4289.24,6860.55,13.89,1.95,-133944946#0_0,-133944946#0,8,0,572.85,3.6,0,infotainment,5,1,CH1_5.86GHz_V2V,0.25,-148.82,-26.63,0.031,1279.66,0.0
23.0,6,bus,5652.0,8009.88,3.32,-0.36,:306622887_11_0,:306622887_11,8,0,1782.72,10.57,0,cooperative_awareness,3,5,CH5_28GHz_mmWave,0.125,-150.0,-59.07,0.014,277.51,0.0
23.0,7,car,2179.81,6495.42,13.12,-0.77,-262859971_0,-262859971,8,0,1295.91,6.83,0,autonomous_driving,4,4,CH4_5.92GHz_AUTON,0.25,-143.26,-35.05,0.009,1332.08,0.0
24.0,0,car,1663.16,8619.96,10.68,1.72,:1607769911_6_0,:1607769911_6,8,1,165.51,0.55,0,safety,1,1,CH1_5.86GHz_V2V,0.25,-140.89,-3.56,5.271,1.39,0.1252
24.0,1,car,3820.79,7201.18,11.2,0.9,-1196120496#1_0,-1196120496#1,8,0,493.1,5.07,0,cooperative_awareness,3,4,CH4_5.92GHz_AUTON,0.25,-128.99,-23.82,0.119,34.43,0.0001
24.0,2,car,4420.5,13398.64,7.54,-0.26,464465173#1_1,464465173#1,8,0,5434.64,2.59,0,cooperative_awareness,3,5,CH5_28GHz_mmWave,0.125,-150.0,-60.0,0.014,277.53,0.0
24.0,3,car,3342.5,7081.25,6.13,-0.16,237089974#0_0,237089974#0,8,0,493.1,5.07,0,autonomous_driving,4,6,CH6_140GHz_6G_THz,0.125,-150.0,-51.2,0.058,208.19,0.0
24.0,4,motorcycle,1828.66,8621.86,10.13,-2.08,-1322924310#0_0,-1322924310#0,8,1,165.51,0.55,0,safety,1,2,CH2_5.88GHz_EMERG,0.125,-150.0,-12.22,0.841,3.09,0.0069
24.0,5,car,4289.83,6870.07,9.54,-4.36,-133944946#0_0,-133944946#0,8,0,574.14,1.66,0,safety,1,3,CH3_5.90GHz_V2I,0.125,-150.0,-23.68,0.123,19.7,0.0001
24.0,6,bus,5652.68,8013.06,3.4,0.08,-156678397#2_0,-156678397#2,8,0,1778.7,6.14,0,safety,1,1,CH1_5.86GHz_V2V,0.25,-150.0,-53.19,0.001,1664.58,0.0
24.0,7,car,2176.14,6481.8,14.1,0.99,-262859971_0,-262859971,8,0,1311.39,7.97,0,autonomous_driving,4,4,CH4_5.92GHz_AUTON,0.25,-143.81,-40.85,0.003,4160.03,0.0
25.0,0,car,1675.42,8616.61,12.71,2.03,147561889#1_0,147561889#1,9,1,149.6,5.23,0,cooperative_awareness,3,1,CH1_5.86GHz_V2V,0.222,-150.0,28.98,96.292,0.78,0.9999
25.0,1,car,3820.97,7211.2,10.02,-1.17,-1196120496#1_0,-1196120496#1,9,0,489.66,3.8,0,infotainment,5,1,CH1_5.86GHz_V2V,0.222,-147.87,-19.02,0.18,223.37,0.0006
25.0,2,car,4420.11,13406.24,7.61,0.07,464465173#1_1,464465173#1,9,0,5197.41,6.28,0,cooperative_awareness,3,2,CH2_5.88GHz_EMERG,0.222,-150.0,-53.76,0.001,2773.49,0.0
25.0,3,car,3348.24,7083.55,6.22,0.09,:2450399435_10_0,:2450399435_10,9,0,489.66,3.8,0,infotainment,5,2,CH2_5.88GHz_EMERG,0.222,-150.0,-23.47,0.065,617.92,0.0001
25.0,4,motorcycle,1824.58,8628.13,7.48,-2.65,-1322924310#0_0,-1322924310#0,9,1,149.6,5.23,0,cooperative_awareness,3,3,CH3_5.90GHz_V2I,0.111,-150.0,27.53,182.963,0.21,0.9999
25.0,5,car,4290.15,6875.19,5.14,-4.4,-133944946#0_0,-133944946#0,9,0,577.09,4.88,0,autonomous_driving,4,4,CH4_5.92GHz_AUTON,0.222,-136.19,-23.36,0.133,91.1,0.0001
25.0,6,bus,5652.5,8017.37,4.31,0.91,-156678397#2_0,-156678397#2,9,0,1777.8,0.83,0,cooperative_awareness,3,4,CH4_5.92GHz_AUTON,0.222,-139.38,-39.2,0.003,1154.69,0.0
25.0,7,car,2172.47,6468.13,14.16,0.05,-262859971_0,-262859971,9,0,1327.09,7.94,0,cooperative_awareness,3,5,CH5_28GHz_mmWave,0.111,-150.0,-60.0,0.014,277.46,0.0
25.0,8,car,3624.84,8270.03,13.89,0.0,31281091#8_0,31281091#8,9,0,1076.84,3.87,0,cooperative_awareness,3,6,CH6_140GHz_6G_THz,0.111,-150.0,-60.0,0.058,69.51,0.0
26.0,0,car,1687.6,8613.27,12.63,-0.08,:1607769900_6_0,:1607769900_6,9,1,135.54,6.8,0,cooperative_awareness,3,4,CH4_5.92GHz_AUTON,0.222,-150.0,28.86,191.806,0.76,0.9999
26.0,1,car,3821.1,7217.67,6.47,-3.56,-1196120496#1_0,-1196120496#1,9,0,487.44,0.54,0,autonomous_driving,4,4,CH4_5.92GHz_AUTON,0.222,-139.95,-17.15,0.551,22.52,0.0012
26.0,2,car,4419.75,13413.06,6.83,-0.78,464465173#1_1,464465173#1,9,0,5219.12,8.64,0,safety,1,1,CH1_5.86GHz_V2V,0.222,-150.0,-45.44,0.001,1664.39,0.0
26.0,3,car,3351.07,7088.56,5.93,-0.29,:2450399435_10_0,:2450399435_10,9,0,487.44,0.54,0,safety,1,2,CH2_5.88GHz_EMERG,0.111,-150.0,-23.49,0.064,37.4,0.0
26.0,4,motorcycle,1821.67,8633.16,5.83,-1.65,:cluster_10091779114_3870459129_8_0,:cluster_10091779114_3870459129_8,9,1,135.54,6.8,0,safety,1,3,CH3_5.90GHz_V2I,0.111,-150.0,25.72,170.956,0.2,0.9998
26.0,5,car,4290.07,6881.67,6.49,1.36,:1488556150_4_0,:1488556150_4,9,0,576.91,0.02,0,autonomous_driving,4,5,CH5_28GHz_mmWave,0.222,-143.88,-38.9,0.019,645.75,0.0
26.0,6,bus,5652.27,8022.76,5.4,1.09,-156678397#2_0,-156678397#2,9,0,1776.98,1.09,0,safety,1,1,CH1_5.86GHz_V2V,0.222,-150.0,-51.99,0.001,1664.38,0.0
